"county_fips","per_smoking","pred_outcome"
"18159",16,16.680103302002
"18161",19.7,16.5885047912598
"18163",16,17.0520038604736
"18165",19.8,19.5064468383789
"18167",19,18.0830307006836
"18169",18.4,17.2881298065186
"18171",19.5,18.4218559265137
"18173",14.4,14.0095996856689
"18175",20.2,21.2362442016602
"18177",22.2,19.3448791503906
"18179",19.8,17.3450870513916
"18181",19,16.8125133514404
"18183",17.5,16.5720672607422
"19001",15.7,16.7911033630371
"19003",16,15.7598314285278
"19005",16.6,17.0028419494629
"19007",18.8,19.1801567077637
"19009",18.5,16.5639209747314
"19011",16.7,16.080940246582
"19013",18.5,15.9068489074707
"19015",14.6,15.7837295532227
"19017",15,13.2097206115723
"19019",15.8,16.2822074890137
"19021",15.3,15.2451372146606
"19023",15.5,17.1507511138916
"19025",15.7,15.2480640411377
"19027",16.6,15.7896337509155
"19029",18.4,18.3247890472412
"19031",15,16.4661140441895
"19033",15.9,15.4842386245728
"19035",17,16.7857456207275
"19037",15.7,15.2865886688232
"19039",19.1,18.7843818664551
"19041",16.3,16.4733200073242
"19043",16.7,18.0220146179199
"19045",16.6,17.2217750549316
"19047",17.8,20.3125476837158
"19049",11.2,12.0331745147705
"19051",18.2,16.2886638641357
"19053",15.8,16.676872253418
"19055",14.4,16.6978664398193
"19057",16.5,17.6181316375732
"19059",16.7,13.778151512146
"19061",17.5,15.7744884490967
"19063",16.6,17.4635906219482
"19065",18.5,18.1048164367676
"19067",16.5,17.9041175842285
"19069",17.4,18.3850803375244
"19071",14.2,16.0827960968018
"19073",15.9,16.9494094848633
"19075",15.1,14.7990007400513
"19077",14.3,15.9118185043335
"19079",15.1,16.639799118042
"19081",15.7,16.762866973877
"19083",17.8,15.9719400405884
"19085",19.5,16.201057434082
"19087",18.7,17.2683753967285
"19089",17.2,17.2584381103516
"19091",16.9,18.9026184082031
"19093",15.4,17.0513744354248
"19095",15.6,16.4783802032471
"19097",17.8,18.0351505279541
"19099",15.9,16.2316989898682
"19101",16.5,12.1230335235596
"19103",11,12.2220993041992
"19105",16.4,17.0370597839355
"19107",17.7,17.5614738464355
"19109",14.8,16.5382175445557
"19111",17.4,17.4849681854248
"19113",13.5,14.5309209823608
"19115",19.2,18.1111698150635
"19117",20.3,21.7246761322021
"19119",15,15.6579284667969
"19121",13.1,15.5710353851318
"19123",15.1,17.7455425262451
"19125",12.6,14.6552124023438
"19127",16.3,16.6139469146729
"19129",17.7,13.9706478118896
"19131",18.3,15.7019462585449
"19133",17.5,18.4940376281738
"19135",16,16.9622344970703
"19137",18.3,18.5405368804932
"19139",15.9,17.2316284179688
"19141",17,16.9940395355225
"19143",16.5,18.4494667053223
"19145",18.6,17.9664936065674
"19147",15,17.2701358795166
"19149",15.8,16.1045627593994
"19151",14.1,16.8655185699463
"19153",17.7,13.2903957366943
"19155",18.1,16.8842124938965
"19157",15.9,15.72678565979
"19159",16.9,15.6963443756104
"19161",14.9,15.9268465042114
"19163",13.8,13.4438428878784
"19165",16.4,15.6880884170532
"19167",14.8,14.3629856109619
"19169",10.2,11.7718496322632
"19171",17.9,18.8759613037109
"19173",17.7,17.3524436950684
"19175",17,16.0417881011963
"19177",18.7,16.4395141601562
"19179",20,19.1734600067139
"19181",16.5,13.528172492981
"19183",15,15.7626419067383
"19185",20.9,17.8836307525635
"19187",13.9,17.0966053009033
"19189",12.2,16.0903720855713
"19191",11.6,14.3559732437134
"19193",16.9,15.4989833831787
"19195",14.7,16.6402740478516
"19197",17.3,16.7097434997559
"20001",19.1,19.5330791473389
"20003",18.6,19.0726108551025
"20005",15.9,18.6982250213623
"20007",17.4,19.4246120452881
"20009",15.4,16.9013042449951
"20011",20.1,18.052095413208
"20013",16.1,18.0569686889648
"20015",15.4,14.1623268127441
"20017",16.3,16.1450481414795
"20019",18.3,18.683629989624
"20021",18.5,18.3954200744629
"20023",16.2,16.4525909423828
"20025",13.9,16.5293502807617
"20027",18.5,15.5555152893066
"20029",16.6,16.8586120605469
"20031",20.7,16.7648239135742
"20033",14.7,15.7247095108032
"20035",16.6,17.2203712463379
"20037",15.9,16.8388500213623
"20039",17.3,14.7623653411865
"20041",16,16.1880302429199
"20043",16.7,17.5930576324463
"20045",14.5,11.4568119049072
"20047",16.2,17.3646984100342
"20049",20.5,17.8852100372314
"20051",12.2,13.9972448348999
"20053",17.9,16.7876930236816
"20055",16.9,16.1641788482666
"20057",17.4,16.5809841156006
"20059",15.2,15.5570459365845
"20061",17.3,17.729793548584
"20063",15.7,15.6949033737183
"20065",14.3,15.6789979934692
"20067",15.6,15.8239154815674
"20069",16.2,16.012825012207
"20071",13.6,15.0419225692749
"20073",18.1,19.2284622192383
"20075",15.6,15.4156293869019
"20077",22,19.33034324646
"20079",14,15.4187479019165
