"county_fips","per_heartD","pred_outcome"
"06001",5.1,4.47524583333334
"06003",8,7.43622083333334
"06005",8.6,7.69452083333333
"06007",6.7,6.28825000000001
"06009",9.3,8.26321666666667
"06011",7.3,6.62095833333333
"06013",6,4.69315416666667
"06015",9,7.19174166666667
"06017",6.9,7.07340416666668
"06019",6.3,5.35384583333334
"06021",7.4,7.16935416666666
"06023",7.3,6.54309166666666
"06025",6.9,6.38754166666668
"06027",7.7,7.37479166666668
"06029",6.3,5.75030833333334
"06031",6,5.54352500000001
"06033",8.5,7.98600416666667
"06035",7.3,6.917575
"06037",5.4,4.95398750000002
"06039",7,6.56299583333334
"06041",6.4,6.20521250000002
"06043",10.7,8.10652083333334
"06045",8.3,8.0036125
"06047",6.6,5.65683333333333
"06049",10.2,8.30385833333333
"06051",6.5,6.44929166666668
"06053",6.5,5.40441666666668
"06055",7.1,6.00010833333334
"06057",8.8,7.47677916666668
"06059",5.7,4.95947916666667
"06061",6.5,5.61764583333335
"06063",9.2,8.36466666666666
"06065",6,5.56589999999999
"06067",6,5.22882916666667
"06069",5.2,5.54592499999999
"06071",5.6,5.57109583333334
"06073",5.5,5.0552875
"06075",4.7,4.72608333333334
"06077",5.9,5.3755375
"06079",6.5,6.12917083333334
"06081",5.2,4.63557916666667
"06083",5.9,5.61931666666668
"06085",4.9,4.47081666666667
"06087",6,5.52376250000001
"06089",7.8,7.22710416666667
"06091",9.6,9.2158
"06093",9.3,8.22077916666665
"06095",5.9,5.40166666666668
"06097",6.4,5.90142500000001
"06099",5.9,5.5765
"06101",7.2,5.77689166666667
"06103",7.8,7.24804166666667
"06105",10.4,8.90285
"06107",6.4,5.64492916666667
"06109",8.4,8.03376249999999
"06111",6.2,5.54380416666667
"06113",5.4,5.14302500000001
"06115",6.4,5.8596375
"08001",5,4.71484583333334
"08003",5.9,6.21757916666668
"08005",5.1,4.42569166666668
"08007",8,6.94729166666668
"08009",9.6,8.31982083333333
"08011",8.5,7.39341666666667
"08013",4.9,4.59048333333333
"08014",4.5,4.45292083333333
"08015",8.1,6.46532500000001
"08017",7.8,7.79947499999999
"08019",6.3,5.845825
"08021",8.2,7.36732083333334
"08023",10.3,8.54302916666666
"08025",6.9,6.76251250000001
"08027",9.6,7.08951250000001
"08029",8.7,7.52320000000001
"08031",4.6,4.15133333333335
"08033",7.7,8.00787083333333
"08035",4.6,4.15909166666667
"08037",5,4.56865000000002
"08039",6.4,5.77454166666665
"08041",5.3,4.54147083333334
"08043",8.1,7.56057916666668
"08045",5.5,5.18955833333333
"08047",6.7,5.4202875
"08049",6.2,5.9256625
"08051",4.6,4.85727916666668
"08053",8.4,7.00825416666666
"08055",9.6,8.46724999999999
"08057",10,7.61622916666666
"08059",5.7,4.89838333333333
"08061",9.8,8.08896666666665
"08063",7.9,7.51780833333333
"08065",4.9,5.04426666666668
"08067",5.9,6.0860125
"08069",5,4.91382499999999
"08071",8.9,8.36388333333332
"08073",7.4,6.95235833333332
"08075",7.4,7.0559875
"08077",6.6,6.20310416666667
"08079",8.2,6.5472875
"08081",7.3,6.38553333333333
"08083",8.4,7.20658750000001
"08085",7.9,7.16212083333335
"08087",6.4,6.32607083333334
"08089",9.5,7.59247083333335
"08091",7.7,6.5572125
"08093",6.7,6.64597083333334
"08095",8.5,7.39474166666667
"08097",5.6,5.58903333333334
"08099",7.6,7.35974166666666
"08101",6.9,6.45650833333335
"08103",6.6,6.5511
"08105",6.9,7.03887083333335
"08107",5.8,5.06683749999999
"08109",9.7,7.83604583333332
"08111",7.3,7.23496666666667
"08113",5.9,5.3926875
"08115",11.3,8.48016666666666
"08117",5.4,4.74100833333334
"08119",7.4,6.53255416666667
"08121",7.8,7.6330875
"08123",5.4,4.85264166666667
"08125",7.8,6.96978333333333
"10001",6.6,6.65967500000002
"10003",6.2,5.74884583333333
"10005",9.5,8.49112083333336
"11001",4.3,4.15023749999999
"12001",6,6.57127083333334
"12003",7.5,7.6370875
"12005",7.8,7.13190000000001
"12007",9.3,8.01104583333333
"12009",8.2,6.5545375
"12011",7.9,6.57947916666667
"12013",10,8.40122499999999
"12015",12.3,6.6923625
"12017",12,7.14932916666666
"12019",7,6.540075
"12021",10.4,6.762625
"12023",9.7,8.32108749999999
"12027",11.6,8.81027916666668
"12029",11.3,8.93815416666667
"12031",6.9,5.9478625
"12033",8,7.40550000000001
"12035",10.5,6.62382083333334
"12037",10.5,8.67475416666666
"12039",9,8.47860416666667
"12041",9.9,8.50581249999999
"12043",12.6,8.7453875
"12045",9.4,8.16689166666666
"12047",10.4,8.87567916666667
"12049",9.6,8.69848750000002
"12051",8.4,7.79716666666667
